#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)	partition_counts	candidate_db_seqs(outliers)	size_of_candidate_db_seqs_set
OTU_97.26713	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2	2:13;4:7	MJHW01000007.2914.4456;BAAX01000752.408.1920;MJHW01000011.2914.4456;MJHW01000008.255583.257125;MJHW01000010.137401.138943;AAXA02000014.354465.355983;AAXA02000015.452491.454009;AAXA02000015.760903.762421;EU728794.1.1457;MJHW01000015.411.1953;MJHW01000006.25639.27181;FNWC01000005.152430.153940;FR749935.1.1522;LG085496.1.1509;HZ485589.1.1509;CYZJ01000002.353627.355138;AB661434.1.1493;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428	20
OTU_97.26764	NA	NA	115:4;123:1;125:1;131:1;132:1;133:1;134:1;135:1;136:1;128:1;127:1;129:1;137:1;124:1;126:1;138:1	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;FOAT01000040.3592.5104;AF104839.1.1466;AB538438.1.1472;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849341.1.1449;AB849340.1.1445;AY445602.1.1501;L76598.1.1407;AF104833.1.1459;AF030451.1.1459;AB849339.1.1445	19
OTU_97.26767	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25	25:43;26:19	CP000139.4430477.4431986;ADKO01000087.185.1693;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;ASSN01000031.1609.3124;CP000139.2183533.2185042;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;AJ867050.1.1476;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867044.1.1475;AJ867042.1.1475;AJ867043.1.1457;KP944149.1.1433;AB050111.1.1397;CP008741.391903.393445;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JQ607246.1.1418;CP008741.2636685.2638227;JQ607451.1.1421;JQ607271.1.1416;JQ606944.1.1418;JQ607149.1.1411;JQ607257.1.1414;JQ606920.1.1421;JQ607114.1.1418;JQ607305.1.1446;JQ607625.1.1415;JQ607294.1.1425;JQ607243.1.1431;JQ607429.1.1424;JX006258.1.1422;CP009057.4969468.4971009;JX048138.1.1422;JX048110.1.1435;JX006390.1.1422;JX006397.1.1422;JX048287.1.1404;JQ607431.1.1420	62
OTU_97.26771	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:10;149:1;93:1	BAAX01000042.422.1912;DQ057467.1.1475;BABD01001073.183.1673;BAAX01000694.431.1921;BAAX01000205.681.2171;JN713314.1.1504;BAAY01002722.335.1825;BABA01001765.248.1738;LQ500116.1.1474;CBXK010002535.1192.2697;CYGL01005916.57.1552;BAAU01000686.2038.3530	12
OTU_97.26773	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17	17:18	LC033799.1.1504;CXSE01001446.1371.2879;CZBI01000005.3650.5158;AE015928.3328965.3330446;AE015928.3034714.3036195;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;EU887841.1.1494;CVOZ01000063.228971.230480;CP012937.5517779.5519304;AGDG01000041.493.2001;CZAE01000003.99809.101321;AB050109.1.1426;EU136679.1.1995;M58763.1.1482;AB510710.1.1461	18
OTU_97.26778	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26;93:1;94:3;149:1;118:1;120:1;119:1;517:1	BABD01001073.183.1673;BAAX01000694.431.1921;BAAY01001463.1184.2674;BABG01000051.2348.3838;BAAX01000205.681.2171;CYGL01005916.57.1552;BAAY01002722.335.1825;BAAU01000686.2038.3530;BAAX01000042.422.1912;BAAV01000571.2640.4130;X85022.1.1499;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;AJ413954.1.1462;HQ457025.1.1483;BABA01001765.248.1738;LQ500116.1.1474;BAAX01000131.813.2303;LQ500131.1.1474;LQ500117.1.1474;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;JN713314.1.1504;EU728783.1.1433;CBXK010002535.1192.2697;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057467.1.1475;FAUK01000014.218606.220097;DQ057481.1.1439;LN846908.1.1491;DQ057466.1.1455	35
OTU_97.26781	AJWZ01002193.94.1618;EU728752.1.1491;ACBX02000025.1.1217;AB064923.1.1494;AB244772.1.1493;EU728740.1.1484;AB649279.1.1493;CBXK010002068.363.1874;LT722678.1.1454;AB244771.1.1493;AB244770.1.1491;ACBX02000017.22857.24376;AB244773.1.1493;ACBX02000014.1230.2749;EU728712.1.1486;EU728757.1.1485	27	27:16;213:1	AJWZ01002193.94.1618;ACBX02000017.22857.24376;AB244773.1.1493;AB244771.1.1493;AB244770.1.1491;AB244772.1.1493;ACBX02000014.1230.2749;AB649279.1.1493;AB064923.1.1494;EU728712.1.1486;EU728757.1.1485;ACBX02000025.1.1217;CBXK010002068.363.1874;EU728740.1.1484;EU728752.1.1491;LT722678.1.1454;EU728732.1.1487	17
OTU_97.26784	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19	19:7;15:5	HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;AGXU01000010.481004.482520;AGXT01000041.79243.80759;LT622246.247875.249393;AB510713.1.1465;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;KR364742.1.1467;AGXT01000021.476267.477784	12
OTU_97.26787	NA	NA	78:2;109:2;554:1;551:1;552:1;550:1;553:1;555:1	JN703378.1.1490;ACWX01000068.1024.2540;JTDA01000039.175.1712;CYPV01000006.3613.5120;CP007034.620467.622007;CP007034.2537143.2538680;CP007034.2723148.2724685;CP007034.1591211.1592751;CP007034.2003593.2005133;AB267809.1.1461	10
OTU_97.26790	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	94:3;92:26;120:1;118:1;119:1;149:1	AY169430.1.1474;BABG01000480.1321.2811;BAAY01000303.996.2486;BAAX01000042.422.1912;BABA01001556.422.1912;LQ500131.1.1474;LQ500116.1.1474;BAAY01001326.446.1936;BABA01001765.248.1738;LQ500117.1.1474;LQ500123.51.1533;BABG01001611.30.1520;BAAX01000205.681.2171;EU728786.1.1477;BAAU01000686.2038.3530;X85022.1.1499;BAAX01000131.813.2303;AJ413954.1.1462;DQ057482.1.1450;BAAV01000571.2640.4130;HQ457025.1.1483;BABG01000051.2348.3838;BABD01001073.183.1673;BAAY01002722.335.1825;BAAY01001463.1184.2674;BAAX01000694.431.1921;JN713314.1.1504;CYGL01005916.57.1552;DQ057481.1.1439;EU728783.1.1433;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475	33
OTU_97.26834	AY169411.1.1488;EF036467.1.1438;EU728791.1.1489;LG085094.1.1491;AY960563.1.1461;HZ485188.1.1468;ACII02000003.356829.358346;FQLI01000007.588420.589929;ACII02000003.441978.443495;HZ485187.1.1491;AY960566.1.1458;FLKC01000026.175.1601;LT631515.1.1452;FAVI01000008.1299692.1301201;AB691576.1.1481;LG085098.1.1481;LT714168.1.1432;FLKC01000014.123770.125280;HZ486356.2.1508;AB439724.1.1468;ACII02000003.48546.50064;HZ485191.1.1481;LT631543.1.1453;LT799002.1.1453;FQLI01000007.11395.12904;AY169424.1.1486;FAVI01000009.296310.297819;CZBA01000012.112579.114088;ACII02000001.1367.2884;X85101.1.1457;FLKC01000022.431649.433070;ACII02000002.195966.197483;FJVH01000009.22.1531;LN907760.1.1486;EU728792.1.1580;ACII02000002.340713.342230;EU728770.1.1485;AY305321.1.1452;FAVI01000008.1703276.1704567;HZ486354.1.1490;BABE01000945.62.1571;BABE01000244.3185.4694;L76601.1.1398;DQ986224.1.1438;AY169419.1.1490;FJVH01000013.367445.368954;FQLI01000007.276997.278506;LC010692.1.1492;FJ687607.1.1443;FLKC01000027.74000.75510;AB588023.1.1491;LC037229.1.1439;LG085095.1.1468;FQLI01000008.332592.334101;EU728789.1.1445;LT161889.1.1493;AF357567.1.1385;FQLI01000005.603062.604571;FQLI01000004.765.2274;BABE01000454.586.2095;AY305322.1.1451;LG086263.2.1508	7	7:59	CZBA01000012.112579.114088;AY169411.1.1488;FQLI01000004.765.2274;FQLI01000007.276997.278506;FQLI01000005.603062.604571;FQLI01000007.588420.589929;FQLI01000007.11395.12904;FQLI01000008.332592.334101;AF357567.1.1385;LT631515.1.1452;DQ986224.1.1438;FLKC01000022.431649.433070;EU728770.1.1485;X85101.1.1457;FLKC01000026.175.1601;BABE01000244.3185.4694;FAVI01000009.296310.297819;FLKC01000014.123770.125280;FLKC01000027.74000.75510;EU728789.1.1445;L76601.1.1398;LG085094.1.1491;HZ485187.1.1491;AB588023.1.1491;LT631543.1.1453;LC010692.1.1492;ACII02000003.48546.50064;ACII02000002.195966.197483;ACII02000001.1367.2884;BABE01000454.586.2095;ACII02000003.356829.358346;FJVH01000009.22.1531;FJVH01000013.367445.368954;EU728791.1.1489;LT799002.1.1453;ACII02000003.441978.443495;LT161889.1.1493;LN907760.1.1486;LC037229.1.1439;HZ486356.2.1508;LG086263.2.1508;ACII02000002.340713.342230;LG085095.1.1468;LG085098.1.1481;EU728792.1.1580;HZ485191.1.1481;HZ485188.1.1468;AB439724.1.1468;AB691576.1.1481;HZ486354.1.1490;AY169419.1.1490;BABE01000945.62.1571;FAVI01000008.1703276.1704567;FAVI01000008.1299692.1301201;FJ687607.1.1443;LT714168.1.1432;AY305321.1.1452;AY305322.1.1451;AY169424.1.1486	59
OTU_97.26863	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16	16:22	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;CZAD01000019.36461.37967;EU136680.1.2019;BAAU01000536.1575.3081;CYZF01000001.433278.434784;ASSO01000012.330141.331655;AB050110.1.1425;AB510711.1.1477;JN873344.1.1474;KP944146.1.1427;JQ607012.1.1416;JQ607304.1.1423;JX006272.1.1419;JQ606993.1.1417;JQ607917.1.1422;JQ607438.1.1419;JX048092.1.1415	22
OTU_97.26870	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16	16:13	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;EU136680.1.2019;CZAD01000019.36461.37967;BAAU01000536.1575.3081;CYZF01000001.433278.434784;AB510711.1.1477;AB050110.1.1425;ASSO01000012.330141.331655	13
OTU_97.2688	NA	NA	105:3;1117:1;402:1;390:1;391:1;392:1;393:1;13:6;72:5;383:1;384:1;385:1;386:1;387:1;388:1;389:1;394:1;396:1;397:1;400:1;821:1;320:1;321:1;401:1;408:1;409:1;14:4;406:1;407:1;1118:1;1119:1;1120:1;1121:1;319:1;1122:1;1123:1;1124:1;1125:1;330:1;331:1;107:5;1126:1;395:1;332:1;1127:1;1128:1;1129:1;823:1;310:1;311:1;312:1;1130:1;1131:1;309:1;313:1;1132:1	CAEN01000062.3382.4895;HZ405969.13.1425;AY653232.1.1310;FNLJ01000014.549038.550553;AJ550617.1.1504;ACLK02000003.365155.366681;ACLK02000002.1006.2532;ACLK02000002.739106.740632;ACLK02000003.3961.5487;AGYV01000014.29.1556;ABYT01000002.2079.3606;CP015404.2933182.2934730;AP012027.78700.80240;AP012027.1126503.1128043;AP012027.1131935.1133475;AP012027.84132.85672;AP012027.446379.447919;AP012027.1137367.1138907;AP012027.1121071.1122611;AB055908.1.1479;AB055905.1.1479;AB034200.1.1497;M23728.1.1487;HQ012841.1.1516;HM038002.1.1488;GU968167.1.1508;GU585668.1.1471;CP005079.626780.628324;CP013213.866020.867570;CP013213.2141313.2142863;CP015404.858184.859732;M23732.1.1543;AB540983.1.1500;AB055906.1.1479;FP929041.134513.136043;HZ485585.4.1526;M59230.1.1487;AB558487.1.1504;BAAV01003213.549.2063;AKCD01000001.321917.323435;AB537978.1.1419;HQ452864.1.1380;FTLC01000013.3217.4734;AB018187.1.1504;L34617.1.1490;AB018186.1.1506;BAAX01009387.130.1378;ADGC01007667.5771.7288;EU728795.1.1416;L34683.1.1485;AB649277.1.1490;LT558818.1.1689;HQ452860.1.1480;AB055909.1.1475;L34682.1.1486;LT576390.1.1501;JN713552.1.1493;L34616.1.1485;FPLB01000012.419851.421366;ATUT01000005.67070.68591;HQ452862.1.1498;LT223581.1.1499;GQ377127.1.1452;AB540988.1.1486;AB540987.1.1486;CALK01000057.3384.4901;AY044916.1.1480;M23730.1.1575;JX048562.1.1440;JX048564.1.1433;DQ448788.1.1515;KF698401.1.1417;AB031057.1.1487;CVOD01000100.3271.4812	74
OTU_97.26883	AB222700.1.1488;CS600342.5.1468;KX025135.1.1430;X83952.1.1395;KP944115.1.1429;GU968166.1.1492;HZ485100.10.1518;AGXU01000010.481004.482520;EU136682.1.1435;HZ485115.10.1518;KX025134.1.1442;AB222699.1.1485;L16484.1.1468;AB050108.1.1455;AGXW01000010.57027.58543;JQ606876.1.1403;KP944116.1.1434;AY652736.1.1451;JQ606875.1.1425;AGXT01000021.476267.477784;KX025133.1.1417;AGXW01000006.688.2204;AB510705.1.1459;JX006475.1.1409	15	15:14	HZ485100.10.1518;AGXT01000021.476267.477784;GU968166.1.1492;HZ485115.10.1518;AB510705.1.1459;CS600342.5.1468;L16484.1.1468;AY652736.1.1451;AGXU01000010.481004.482520;AB050108.1.1455;KP944116.1.1434;KP944115.1.1429;X83952.1.1395;KX025135.1.1430	14
OTU_97.26888	NA	NA	115:4;130:1;123:1;124:1;126:1;129:1;125:1;131:1;127:1;128:1;132:1;133:1;134:1;135:1;136:1;138:1;137:1;144:1;139:1;140:1;141:1;143:1;288:1;146:1;145:1	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;JMMA01000002.1983613.1985105;FOAT01000040.3592.5104;AF104833.1.1459;AF030451.1.1459;AY445602.1.1501;AF104839.1.1466;AB538438.1.1472;AB849340.1.1445;AB849341.1.1449;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849339.1.1445;L76598.1.1407;JHXH01000008.774.2270;EU445110.1.1200;DL242959.1.1443;AB301912.1.1443;KF697933.1.1405;MSHI01000090.182843.184350;JOOA01000002.604280.605769;FNLI01000001.906.2398	28
OTU_97.2690	AB238598.1.1453;AP012044.1260691.1262224;LF134422.9.1518;AP012044.1864519.1866052;LG104800.9.1518;ASTC01000037.211.1727;LF652028.9.1518;AP012044.420887.422420;HZ486081.9.1518	37	37:8;152:1;155:1;157:1	LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;FJ625861.27324.28847;AB238598.1.1453;FJ625862.7160.8682;BAGW01000037.287.1796	11
OTU_97.26905	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26;94:3;120:1;118:1;119:1;149:1	LQ500116.1.1474;BAAX01000042.422.1912;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAY01001326.446.1936;BAAX01000205.681.2171;LQ500131.1.1474;BABG01000480.1321.2811;BABG01001611.30.1520;LQ500123.51.1533;BAAX01000131.813.2303;BAAY01000303.996.2486;BAAV01000571.2640.4130;BABA01001556.422.1912;X85022.1.1499;BABD01001073.183.1673;BABG01000051.2348.3838;BAAY01002722.335.1825;BAAX01000694.431.1921;AJ413954.1.1462;CYGL01005916.57.1552;BAAY01001463.1184.2674;HQ457025.1.1483;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;EU728786.1.1477;DQ057482.1.1450;DQ057481.1.1439;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475	33
OTU_97.2693	NA	NA	5:4;9:11;649:1;650:1;651:1;652:1;653:1;654:1;655:1;656:1	BABG01000033.258.1769;AY699283.1.1524;AY169428.1.1492;KF698192.1.1425;FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;KF698021.1.1424;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;FR733699.1.1518;LG104459.1.1507;LV535600.1.1507;LG085691.1.1507;LF651687.1.1507;LF136113.1.1507;LF134081.1.1507;HZ485784.1.1507;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525	23
OTU_97.26930	FJUS01000002.1025747.1027259;AZJF01000008.74711.76229;JN713312.1.1522;HZ405973.2.1426;X94967.1.1481;FCFA01000064.53.1563;FJUS01000002.1288627.1290141;LG086258.1.1481;FJUS01000004.641468.642981;AZJF01000011.59.1577;AZJF01000006.127126.128644;AZJF01000012.178214.179732;LN907762.1.1481;EU139255.1.1497;CYZG01000006.184734.186245;FJUS01000004.484423.485935;L76597.1.1423;ACTO01000052.73479.74998;HZ486351.1.1481	6	6:6	ACTO01000052.73479.74998;AZJF01000011.59.1577;AZJF01000008.74711.76229;AZJF01000012.178214.179732;FCFA01000064.53.1563;FJUS01000002.1288627.1290141	6
